230819024, 1, 258923672, 1
258957962, 1, 284017762, 1
284018476, 1, 307949672, 1
307950144, 1, 331729311, 1
331729636, 1, 355929984, 1
355930424, 1, 380220094, 1
380220504, 1, 403587792, 1
403588070, 1, 428415180, 1
428415452, 1, 452846728, 1
452846994, 1, 476935110, 1
476982688, 1, 500894492, 1
500894788, 1, 524773550, 1
524773836, 1, 549426632, 1
549427102, 1, 573327288, 1
573327580, 1, 597499134, 1
597499426, 1, 621895660, 1
621895934, 1, 646504596, 1
646504878, 1, 670664026, 1
670664286, 1, 695491684, 1
695491988, 1, 720056250, 1
720056614, 1, 745138170, 1
745138504, 1, 769930644, 1
769930914, 1, 794725144, 1
794725416, 1, 819110848, 1
819111126, 1, 843716330, 1
843716602, 1, 868689816, 1
868690082, 1, 893671236, 1
893671518, 1, 919160808, 1
919161098, 1, 944258776, 1
944259130, 1, 969654650, 1
969655010, 1, 994724408, 1
994724718, 1, 1019930836, 1
1019931116, 1, 1045776872, 1
1045777174, 1, 1071383970, 1
1071384242, 1, 1097698932, 1
1097699242, 1, 1124446576, 1
1124446886, 1, 1150280740, 1
1150281074, 1, 1176237580, 1
1176237840, 1, 1202105608, 1
1202105908, 1, 1228941640, 1
1228942848, 1, 1254926190, 1
1254926496, 1, 1281382442, 1
1281382766, 1, 1308195144, 1
1308195422, 1, 1334345282, 1
1334345588, 1, 1361952940, 1
1361953264, 1, 1388871848, 1
1388872092, 1, 1415312154, 1
1415312396, 1, 1442136644, 1
1442136908, 1, 1468822374, 1
1468822642, 1, 1495418504, 1
1495419192, 1, 1522726374, 1
1522726646, 1, 1550727218, 1
1550727756, 1, 1578851662, 1
1578852110, 1, 1606174934, 1
1606175208, 1, 1633569250, 1
1633569536, 1, 1661619160, 1
1661619438, 1, 1689201582, 1
1689201854, 1, 1716559254, 1
1716559530, 1, 1744199038, 1
1744199318, 1, 1771966002, 1
1771966738, 1, 1800828798, 1
1800829130, 1, 1829307428, 1
1829307706, 1, 1857017020, 1
1857017292, 1, 1885516606, 1
1885516878, 1, 1913901108, 1
1913901362, 1, 1942465774, 1
1942466060, 1, 1971210770, 1
1971211064, 1, 1999796072, 1
1999796354, 1, 2029033552, 1
2029033826, 1, 2058039792, 1
2058040148, 1, 2086732512, 1
2086732824, 1, 2115303820, 1
2115304082, 1, 2144115750, 1
2144116022, 1, 2172960144, 1
2172960420, 1, 2201571122, 1
2201571410, 1, 2231360422, 1
2231360728, 1, 2262400646, 1
2262400924, 1, 2295170870, 1
2295171132, 1, 2327957526, 1
2327957822, 1, 2361484844, 1
2361485724, 1, 2394461772, 1
2394462066, 1, 2427546742, 1
2427546986, 1, 2462010888, 1
2462011188, 1, 2495786504, 1
2495786770, 1, 2529614748, 1
2529615018, 1, 2575713942, 1
2575714200, 1, 2614052380, 1
2614052626, 1, 2650873779, 1
2650874073, 1, 2688697906, 1
2688698210, 1, 2724291422, 1
2724291926, 1, 2761104794, 1
2761105076, 1, 2797111022, 1
2797111304, 1, 2833670379, 1
2833670667, 1, 2872862406, 1
2872862934, 1, 2910364716, 1
2910364976, 1, 2947341430, 1
2947341982, 1, 2984955102, 1
2984955390, 1, 3022589441, 1
3022589724, 1, 3059119718, 1
3059120003, 1, 3096607256, 1
