1881773330, 4, 1922408820, 4
1922409983, 4, 1960510951, 4
1960511370, 4, 1995833356, 4
1995833532, 4, 2031188094, 4
2031188306, 4, 2067103050, 4
2067103262, 4, 2102879770, 4
2102879990, 4, 2138350436, 4
2138350636, 4, 2173598290, 4
2173598516, 4, 2209108308, 4
2209108534, 4, 2244743698, 4
2244743914, 4, 2280235546, 4
2280235770, 4, 2315618372, 4
2315618592, 4, 2350776832, 4
2350777032, 4, 2386354306, 4
2386354524, 4, 2422471196, 4
2422471404, 4, 2457617656, 4
2457617856, 4, 2492731968, 4
2492732180, 4, 2528154124, 4
2528154358, 4, 2563600238, 4
2563600452, 4, 2599964142, 4
2599964356, 4, 2635124352, 4
2635124570, 4, 2670567066, 4
2670567284, 4, 2706251914, 4
2706252128, 4, 2741488406, 4
2741488630, 4, 2776817036, 4
2776817256, 4, 2812007202, 4
2812007408, 4, 2847628726, 4
2847628966, 4, 2883806554, 4
2883806762, 4, 2918926286, 4
2918926496, 4, 2954228520, 4
2954228756, 4, 2989537768, 4
2989537982, 4, 3024757828, 4
3024758066, 4, 3059956690, 4
3059956926, 4, 3095027858, 4
3095028080, 4, 3130361322, 4
3130361534, 4, 3165509744, 4
3165509960, 4, 3201592462, 4
3201592658, 4, 3237345924, 4
3237346138, 4, 3272637680, 4
3272637884, 4, 3308374282, 4
3308374512, 4, 3344566148, 4
3344566358, 4, 3379673384, 4
3379673628, 4, 3415087974, 4
3415088206, 4, 3450231542, 4
3450231774, 4, 3485686582, 4
3485686812, 4, 3521256158, 4
3521256386, 4, 3556210408, 4
3556210622, 4, 3591669560, 4
3591669778, 4, 3626974898, 4
3626975102, 4, 3662401922, 4
3662402134, 4, 3697723418, 4
3697723636, 4, 3733061156, 4
3733061390, 4, 3768313682, 4
3768313922, 4, 3804043862, 4
3804044056, 4, 3839268168, 4
3839268400, 4, 3874925934, 4
3874926166, 4, 3910080180, 4
3910080398, 4, 3945577310, 4
3945577534, 4, 3981796490, 4
3981796720, 4, 4016998776, 4
4016998994, 4, 4052284924, 4
4052285138, 4, 4087525698, 4
4087525904, 4, 4122844642, 4
4122844842, 4, 4158229934, 4
4158230134, 4, 4194814606, 4
4194814822, 4, 4230096998, 4
4230097216, 4, 4266476550, 4
4266476772, 4, 6687302, 5
6687514, 5, 42166812, 5
42167046, 5, 77462548, 5
77462792, 5, 113022874, 5
113023110, 5, 148354854, 5
148355082, 5, 183466674, 5
183466916, 5, 221037157, 5
221037409, 5, 258458956, 5
258459166, 5, 293536366, 5
293536580, 5, 328824604, 5
328824834, 5, 364851416, 5
364851654, 5, 400140958, 5
400141178, 5, 435527464, 5
435527688, 5, 470693742, 5
470693944, 5, 506071848, 5
506072070, 5, 543673970, 5
543674370, 5, 579015070, 5
579015298, 5, 614372902, 5
614373118, 5, 650041710, 5
650041944, 5, 685123498, 5
685123724, 5, 722044322, 5
722044668, 5, 758368192, 5
758368430, 5, 794017472, 5
794017710, 5, 829241674, 5
829241910, 5, 864390610, 5
864390802, 5, 899668374, 5
899668590, 5, 935435382, 5
935435600, 5, 970771296, 5
970771514, 5, 1006409214, 5
1006409430, 5, 1041583208, 5
1041583408, 5, 1076931526, 5
1076931720, 5, 1113144318, 5
1113144512, 5, 1148303250, 5
