536154902, 2, 622379096, 2
622379714, 2, 699731968, 2
699732070, 2, 776341494, 2
776341608, 2, 854542982, 2
854543092, 2, 930968988, 2
930969106, 2, 1007091774, 2
1007091886, 2, 1083437158, 2
1083437272, 2, 1160620664, 2
1160620780, 2, 1237076326, 2
1237076446, 2, 1313552898, 2
1313553010, 2, 1390373704, 2
1390373814, 2, 1466470746, 2
1466470856, 2, 1543384342, 2
1543384452, 2, 1620471480, 2
1620471582, 2, 1696492090, 2
1696492200, 2, 1772261162, 2
1772261274, 2, 1850874974, 2
1850875236, 2, 1927697972, 2
1927698082, 2, 2007045242, 2
2007045362, 2, 2083751270, 2
2083751382, 2, 2160386792, 2
2160386904, 2, 2237659244, 2
2237659356, 2, 2314610430, 2
2314610536, 2, 2390673490, 2
2390673596, 2, 2466840088, 2
2466840196, 2, 2543796610, 2
2543796720, 2, 2622847956, 2
2622848068, 2, 2699948016, 2
2699948130, 2, 2776640772, 2
2776640890, 2, 2852708290, 2
2852708400, 2, 2928809856, 2
2928809966, 2, 3005735110, 2
3005735228, 2, 3083232478, 2
3083232586, 2, 3160257206, 2
3160257490, 2, 3237915102, 2
3237915220, 2, 3314835572, 2
3314835690, 2, 3390976664, 2
3390976778, 2, 3467060274, 2
3467060384, 2, 3544061522, 2
3544061632, 2, 3620927924, 2
3620928034, 2, 3698373208, 2
3698373318, 2, 3775514844, 2
3775514964, 2, 3851521546, 2
3851521656, 2, 3929009914, 2
3929010024, 2, 4006075128, 2
4006075236, 2, 4082988078, 2
4082988190, 2, 4159518896, 2
4159519008, 2, 4235930204, 2
4235930332, 2, 17742314, 3
17742426, 3, 95196750, 3
95196868, 3, 171404108, 3
171404214, 3, 248649734, 3
248649960, 3, 348890858, 3
348890970, 3, 426029770, 3
426029876, 3, 502394370, 3
502394482, 3, 578988708, 3
578988816, 3, 656103154, 3
656103266, 3, 733117170, 3
733117280, 3, 809829676, 3
809829786, 3, 886318770, 3
886318876, 3, 963153066, 3
963153180, 3, 1041306980, 3
1041307090, 3, 1118000408, 3
1118000508, 3, 1194653954, 3
1194654064, 3, 1270682818, 3
1270682928, 3, 1346328344, 3
1346328456, 3, 1422455578, 3
1422455692, 3, 1500127898, 3
1500128118, 3, 1579267270, 3
1579267380, 3, 1655200204, 3
1655200314, 3, 1732135876, 3
1732135986, 3, 1809054400, 3
1809054514, 3, 1885173068, 3
1885173196, 3, 1961893978, 3
1961894088, 3, 2038873272, 3
2038873384, 3, 2115559262, 3
2115559374, 3, 2192679560, 3
2192679668, 3, 2268742248, 3
2268742356, 3, 2344498770, 3
2344498882, 3, 2421028816, 3
2421028916, 3, 2498471284, 3
2498471508, 3, 2574625670, 3
2574625780, 3, 2651842686, 3
2651842818, 3, 2729102900, 3
2729103012, 3, 2805436590, 3
2805436698, 3, 2884003464, 3
2884003716, 3, 2959697858, 3
2959697972, 3, 3035337734, 3
3035337842, 3, 3112492106, 3
3112492216, 3, 3189404122, 3
3189404232, 3, 3266860034, 3
3266860146, 3, 3343556650, 3
3343556762, 3, 3420645666, 3
3420645772, 3, 3496663800, 3
3496663928, 3, 3573880054, 3
3573880156, 3, 3649551062, 3
3649551176, 3, 3725702362, 3
3725702474, 3, 3802023728, 3
3802023840, 3, 3878600124, 3
3878600234, 3, 3954705228, 3
